year,month,NAO,EA,WP,EPNP,PNA,EAWR,SCAND,TNH,POL,PT,AO,NINO34,DMI,AMO,NCP,MOI
1953,9,-0.19,-0.24,-0.86,0.12,-0.14,0.58,0.24,,1.25,0.57,0.6616,0.51,-0.24,0.273,0.30070543,0.287833
1953,10,1.95,-0.43,0.36,-0.52,2.27,0.0,1.23,,-0.58,,-0.1945,-0.08,-0.312,0.141,1.1514969,-0.3084301
1953,11,0.96,0.18,-0.44,-2.15,1.57,0.16,0.02,,-1.45,,0.3536,0.44,-0.136,0.237,1.3994638,0.42007184
1953,12,-0.52,-1.05,0.84,,0.96,0.73,1.03,1.4,1.36,,0.5755,-0.14,-0.119,0.251,1.2305794,-1.1386378
1954,1,-0.08,-2.49,-0.26,0.6,-2.11,0.52,0.77,-0.3,0.55,,-0.1483,0.09,-0.339,0.22,0.5945265,-0.61262727
1954,2,0.4,-1.02,-0.67,-1.75,-0.48,0.03,1.63,-1.4,0.95,,-0.1809,0.24,-0.272,0.088,0.3461603,-1.3566475
1954,3,-1.27,-0.46,0.66,1.51,-1.44,0.48,0.38,,2.58,,0.4757,-0.25,-0.163,0.093,-0.75852823,-1.4911976
1954,4,1.31,-2.77,-0.53,0.08,-2.86,-0.29,-0.54,,-1.44,,0.5117,-0.62,-0.009,-0.021,-0.16505036,-0.28441536
1954,5,-0.03,-0.79,1.39,0.2,0.65,-2.13,0.31,,-1.95,,-1.6561,-0.49,-0.55,0.062,-0.59892184,-0.0048211217
1954,6,0.06,-0.69,-1.63,-1.64,0.09,0.58,0.2,,-1.06,,-0.2681,-0.63,-0.505,0.092,-0.8234464,0.47541255
1954,7,-0.57,-0.3,-0.34,-1.79,-0.14,-1.5,0.52,,-1.37,,0.3409,-0.79,-0.855,-0.052,-1.5949882,1.7009183
1954,8,-2.57,-0.57,1.89,0.83,-0.11,0.29,-0.45,,-0.19,-0.75,-0.1224,-1.16,-0.631,-0.022,-0.7224686,1.0777106
1954,9,-0.28,0.64,0.94,0.31,-0.04,-1.04,-0.95,,0.23,-1.26,0.3015,-1.34,-0.719,-0.018,-1.1483257,0.98401856
1954,10,1.16,-0.62,-2.15,-0.53,0.99,0.34,-0.59,,-0.46,,0.5126,-0.7,-0.836,-0.04,-0.09980833,0.74420315
1954,11,0.29,-0.27,-0.88,-0.48,1.38,-0.51,1.15,,0.79,,-0.3283,-0.8,-0.451,-0.034,-0.9347933,-0.8105432
1954,12,0.55,-1.6,-1.42,,-0.82,-0.58,3.06,-1.18,3.08,,0.5526,-0.95,-0.053,-0.059,-1.35715,0.098104
1955,1,-2.65,-0.24,0.4,-1.32,-0.14,-0.79,-1.36,0.4,1.39,,-1.1631,-0.66,-0.05,0.068,-0.4356168,-2.479774
1955,2,-1.71,0.03,-0.66,-1.71,-2.62,-1.69,-0.87,-0.09,-0.26,,-1.5423,-0.74,-0.152,0.033,-1.3545569,-2.1506581
1955,3,-0.96,-1.37,0.51,-0.13,-2.47,0.25,-0.21,,-1.13,,-1.5681,-0.85,0.019,0.034,0.1476785,-1.267249
1955,4,-0.6,-1.52,1.18,-1.35,-0.24,-0.01,-0.14,,0.43,,0.1942,-0.89,-0.044,0.088,0.43905118,0.5195938
1955,5,-0.26,0.51,-0.26,-1.61,-0.42,0.92,-1.27,,-0.09,,0.2416,-1.28,-0.696,0.169,-1.4346399,0.12263156
1955,6,-0.8,-1.3,0.7,-2.84,0.11,1.43,0.22,,-1.36,,-0.2658,-0.8,-0.387,0.186,-0.72679347,0.9852224
1955,7,1.78,-1.52,1.72,-1.49,-1.32,0.55,1.81,,0.19,,0.3319,-1.27,-0.439,0.261,1.1577264,0.7937468
1955,8,1.25,-0.75,-1.19,0.61,-0.55,1.44,2.42,,0.54,0.92,0.7601,-0.92,-0.43,0.167,1.0342478,0.9699519
1955,9,0.46,0.1,1.29,-0.15,-0.22,-1.21,0.64,,-1.81,-0.28,0.3568,-1.43,-0.738,0.195,-0.009133041,0.54238635
1955,10,-1.09,-2.29,1.2,-1.09,0.51,-0.39,-0.09,,0.64,,0.0991,-1.94,-0.73,0.271,-0.7535488,-0.43671358
1955,11,-1.49,-1.89,-1.13,-0.37,-0.93,0.62,-0.26,,1.0,,-1.3422,-1.9,-0.269,0.378,1.630427,-0.33950034
1955,12,0.07,0.35,-1.28,,-2.37,0.73,-0.42,-1.4,0.14,,-0.444,-1.72,-0.301,0.249,0.77686226,0.0025205612
1956,1,-0.76,-2.27,-2.87,-0.39,-2.34,-0.74,-0.23,-3.26,-0.04,,-1.2044,-1.44,-0.101,0.179,-0.605133,-1.0770392
1956,2,-1.71,-2.61,-1.65,-1.99,-1.69,-0.89,0.46,0.61,0.24,,-2.0286,-0.79,-0.021,0.087,0.26080042,-1.3920187
1956,3,-0.46,-0.39,0.11,-1.13,-0.97,0.33,0.9,,1.53,,0.4704,-0.68,-0.001,0.006,0.2400999,-0.692227
1956,4,-1.3,-1.35,0.73,0.29,-0.17,-0.08,0.25,,-0.7,,-0.8675,-0.72,-0.3,0.056,-0.76897144,-1.3655051
1956,5,2.1,-0.2,2.0,-0.05,-0.17,0.61,-0.82,,0.3,,1.3911,-0.63,-0.57,-0.066,0.24681914,0.5173752
1956,6,0.41,-0.66,-0.81,-1.95,-0.08,-1.47,0.66,,-0.53,,0.2801,-0.66,-0.826,-0.272,-0.7837719,1.0327189
1956,7,-0.72,-0.45,0.58,0.48,-1.28,1.13,-0.13,,-2.37,,-0.2146,-0.78,-1.083,-0.098,0.1858533,1.1508036
1956,8,-1.89,-1.41,0.5,1.92,-0.23,-0.16,-0.45,,-0.96,1.4,-0.6522,-0.92,-0.772,-0.106,-1.1345596,0.5412164
1956,9,0.38,-0.42,-0.38,0.98,0.42,2.61,1.11,,0.52,-0.74,-0.202,-0.95,-0.803,-0.097,1.3794775,0.6435263
1956,10,1.47,-1.82,1.65,-1.43,-2.16,0.53,0.27,,0.36,,1.1392,-0.82,-0.672,-0.051,0.7420756,0.3956055
1956,11,0.4,-2.9,-1.3,-0.82,1.0,-1.51,-0.65,,-1.13,,-0.0663,-0.85,-0.516,-0.095,1.1816878,-0.6623353
1956,12,0.0,-0.96,-2.76,,-0.61,0.38,2.25,0.88,0.42,,0.0009,-0.56,-0.15,0.011,0.47166795,0.58870065
1957,1,0.71,-0.93,-0.47,1.42,-2.18,0.69,0.75,1.65,0.91,,2.0621,-0.4,-0.437,-0.089,1.3005483,0.74758995
1957,2,-0.32,0.7,-1.96,-0.98,-1.89,-1.73,-0.92,0.18,-2.27,,-1.5132,-0.16,-0.563,-0.114,-1.3870822,-0.22565508
1957,3,-1.73,0.11,-1.42,-0.56,0.78,0.45,-0.27,,-0.37,,-2.0126,0.0,-0.197,-0.027,1.2121787,-0.24407242
1957,4,0.39,-1.38,0.52,0.26,-0.41,-0.48,0.83,,0.07,,0.2377,0.36,-0.3,-0.082,0.25754464,-0.53210646
1957,5,-0.68,-1.72,0.46,0.85,1.24,-1.42,0.08,,-0.1,,-0.9661,0.54,-0.327,-0.129,-1.2273407,-0.25502658
1957,6,-0.42,0.11,-2.0,1.71,0.24,2.45,-0.64,,-0.88,,-0.76,0.17,-0.466,-0.02,-0.37300438,0.6719496
1957,7,-1.16,-1.34,-0.73,-1.03,-0.11,-0.54,0.63,,-2.35,,-0.6462,0.35,-0.489,0.032,-0.31082565,1.1524146
1957,8,-0.83,-1.3,1.87,0.49,-0.99,-1.81,-0.22,,-1.38,-0.29,0.0969,0.81,-0.266,0.194,-0.5236829,0.9721244
1957,9,-1.47,-1.39,-1.76,1.78,-0.22,-1.79,-0.8,,-0.1,-0.17,-0.9559,0.33,-0.383,0.213,-1.311175,0.31214914
1957,10,1.95,-0.42,1.13,0.84,0.46,0.57,-1.31,,-1.01,,0.9031,0.63,-0.523,0.141,0.8958434,-0.49527267
1957,11,0.63,-1.89,-0.49,0.6,0.49,1.15,0.56,,-0.86,,-1.38,0.79,-0.483,0.076,1.3265522,-1.0159047
1957,12,0.02,-1.97,1.11,,-0.73,0.46,-0.3,-0.24,0.69,,0.828,0.96,-0.25,0.071,0.68464214,-1.6080403
1958,1,-1.14,-1.48,0.26,-0.38,0.62,-0.21,-0.34,-1.82,-0.38,,-1.4382,1.37,-0.396,0.04,-0.8718045,-0.587942
1958,2,-1.64,0.61,-1.33,0.13,0.36,-0.14,-0.38,-1.33,-0.26,,-2.2282,1.35,-0.234,0.18,-0.14376497,-0.60611355
1958,3,-2.46,-1.02,0.76,0.45,0.18,2.15,0.28,,-0.4,,-2.5218,0.91,-0.374,0.336,-0.26311076,-1.1460804
1958,4,0.26,-1.21,0.89,0.73,0.31,0.38,1.31,,0.26,,-0.36,0.44,-0.347,0.338,-0.28592244,-0.08010587
1958,5,-0.17,1.17,1.91,0.11,0.66,-0.24,-0.34,,0.07,,-0.3364,0.35,-0.496,0.193,-0.6194908,0.20509088
1958,6,-1.08,1.14,1.51,3.0,1.48,0.38,0.31,,0.97,,-1.1493,0.28,-0.855,0.213,-0.8240924,0.261517
1958,7,-1.69,-0.56,1.62,1.51,0.74,2.08,-0.33,,0.02,,-0.6837,0.1,-1.063,0.156,-0.21329582,1.1428049
1958,8,-2.13,0.29,-0.16,0.14,2.13,-0.81,0.75,,1.72,1.19,-0.7548,0.15,-1.259,0.152,-0.6984679,0.96073663
1958,9,0.08,1.27,-1.67,-0.13,-0.05,3.31,1.48,,0.58,0.16,-0.0121,-0.16,-1.303,0.204,1.4830239,0.4411454
1958,10,0.68,-0.7,1.16,-0.29,0.34,0.55,0.73,,1.26,,0.7701,-0.09,-0.967,0.143,0.8394539,0.24578491
1958,11,1.59,-2.13,1.34,0.73,0.08,0.56,0.48,,-0.45,,-0.0107,0.14,-0.675,0.176,1.0985024,-0.9830293
1958,12,-0.74,-0.3,-0.24,,0.35,-0.08,-0.6,0.51,-1.73,,-1.6865,0.06,-0.639,0.211,-0.40043354,-2.2039201
1959,1,-1.52,-0.72,-0.91,1.62,-1.54,-0.87,-0.65,0.0,-0.09,,-2.0128,0.55,-0.027,0.091,-1.1402419,-0.23172265
1959,2,0.33,-0.55,0.74,0.04,-1.23,2.2,0.23,1.21,1.99,,2.5445,0.36,-0.531,0.106,2.8284523,0.4920776
1959,3,-0.56,2.68,-0.51,-2.03,0.21,0.39,0.46,,1.84,,1.4318,0.16,-0.524,-0.036,0.3889044,-1.1705635
1959,4,0.25,0.48,-0.05,0.22,-0.9,-0.07,0.26,,-0.94,,0.1192,0.2,-0.356,-0.013,-0.5365669,-0.5287156
1959,5,0.41,-1.84,-0.64,0.3,-0.3,-0.12,0.73,,-0.89,,-0.3408,0.15,-0.742,-0.002,0.16054356,-0.6925833
1959,6,0.71,0.12,-1.05,1.19,1.08,0.82,-0.22,,-1.22,,-0.0334,-0.29,-0.745,-0.068,0.34690857,0.65466136
1959,7,0.77,-0.03,-0.72,-0.14,-0.45,0.57,-0.0,,-0.47,,0.1047,-0.5,-0.667,-0.041,0.15023518,1.1330376
1959,8,-0.05,-1.89,-1.67,0.34,1.03,1.03,0.99,,-1.09,-1.22,-0.7452,-0.47,-0.913,0.003,1.1501424,0.87172323
1959,9,1.0,-0.57,-1.58,-0.43,1.19,3.68,0.19,,-0.59,-0.2,-0.2808,-0.49,-0.839,0.116,1.8428513,-0.12724775
1959,10,1.48,0.23,-1.99,1.03,0.23,1.84,2.38,,-0.81,,-0.2491,-0.25,-0.586,0.103,1.500725,-0.45505404
1959,11,0.3,-1.16,-1.31,1.43,0.26,-0.88,2.04,,-0.23,,-1.4106,-0.25,-0.575,0.042,-0.90396196,-1.3677078
1959,12,0.32,0.49,0.62,,0.36,-1.02,2.29,-0.74,2.33,,-0.042,-0.24,-0.357,0.1,-1.3283703,-1.4455531
1960,1,-2.01,-0.22,-0.03,-0.76,-0.16,0.06,0.06,0.23,-1.42,,-2.4842,-0.4,-0.237,0.167,0.03267014,-1.2666279
1960,2,-2.59,0.99,0.54,0.52,-0.22,0.15,-0.29,-0.58,0.08,,-2.2124,-0.37,-0.044,0.207,-0.3817098,-1.3022838
1960,3,-0.93,0.09,-1.48,0.12,-0.69,3.27,1.75,,0.2,,-1.6246,-0.21,-0.433,0.079,1.076999,-1.1768897
1960,4,1.33,-1.89,-0.21,-0.39,-0.07,-0.6,0.93,,-0.49,,-0.2973,-0.16,-0.745,0.088,-0.3652035,-0.02423793
1960,5,0.47,-0.68,-0.1,-0.74,0.99,-1.3,0.47,,-1.28,,-0.8574,-0.25,-0.739,0.293,0.8708177,0.17778862
1960,6,0.1,0.42,0.45,-0.71,1.2,0.02,0.16,,-0.45,,0.055,-0.43,-0.681,0.31,0.119470954,0.57953775
1960,7,0.38,-0.29,0.02,0.65,1.11,0.86,1.55,,-2.94,,-0.6191,-0.41,-0.735,0.261,-0.76808214,1.2352425
1960,8,-1.93,-0.34,0.6,-0.08,1.85,1.58,1.81,,-0.55,-0.72,-1.0079,-0.32,-0.584,0.326,-0.6562575,1.0544386
1960,9,0.53,-0.39,0.4,0.02,-0.01,-0.81,1.41,,-1.09,0.18,-0.3816,-0.3,-0.582,0.201,0.20400721,0.38268793
1960,10,-1.37,-1.05,0.84,0.38,0.48,0.59,2.09,,0.45,,-1.187,-0.43,-0.906,0.287,-0.19610614,-1.3999512
1960,11,-0.67,0.98,-0.51,-0.4,-0.52,0.81,1.44,,0.33,,-0.5532,-0.49,-0.811,0.241,-1.4092803,-0.21590543
1960,12,-0.03,-2.47,0.08,,1.15,-1.97,0.48,1.15,-0.07,,-0.3429,-0.34,-0.641,0.128,-1.2872564,-2.0067859
1961,1,-0.03,-0.44,-0.61,1.09,1.16,-0.52,1.21,-0.15,0.37,,-1.506,-0.3,-0.144,0.051,-0.5387838,-0.4523494
1961,2,0.07,0.75,-1.26,-1.5,0.17,0.19,-0.07,-0.74,1.23,,0.6212,-0.2,-0.08,0.071,0.7465278,1.8567507
1961,3,0.17,-0.45,-0.16,-1.47,0.28,-0.62,-1.64,,0.12,,0.3414,-0.41,-0.122,0.139,1.249851,1.1171389
1961,4,-1.83,1.52,0.37,0.6,-1.14,1.25,-0.34,,-0.59,,-0.2375,-0.37,-0.613,0.217,0.24437237,-0.8790203
1961,5,-0.28,-0.72,1.44,0.26,-0.25,-0.38,0.41,,1.04,,0.1575,-0.27,-0.438,0.184,-0.47121066,-0.11054289
1961,6,1.17,1.83,1.47,-0.61,1.84,-1.36,0.65,,-0.49,,0.837,-0.03,-0.006,0.023,-0.12199122,0.76194775
1961,7,-0.36,-0.74,2.13,-0.76,-0.52,0.36,0.35,,-2.07,,-0.108,-0.41,0.63,-0.029,-0.16431028,1.402406
1961,8,1.03,-0.16,0.88,0.31,0.47,0.69,0.14,,-1.7,0.91,0.0127,-0.64,0.775,0.026,0.03945297,1.7479016
1961,9,1.36,0.64,1.09,-0.91,1.1,1.78,1.38,,0.18,-1.98,0.8149,-0.82,0.554,-0.007,0.64980197,0.50787246
1961,10,1.07,-0.73,0.69,-0.75,-1.94,-1.05,2.75,,0.02,,0.2031,-0.82,0.457,0.019,-0.4081179,-0.33184323
1961,11,-0.79,-1.25,0.14,-1.92,-0.4,-0.16,0.5,,1.46,,-0.0104,-0.43,0.323,0.057,0.467211,-2.4916139
1961,12,-1.46,0.95,-2.92,,-1.54,-0.26,0.25,-1.57,2.11,,-1.6682,-0.57,0.311,0.203,-0.16533923,-0.4403716
1962,1,0.2,0.36,-1.92,0.74,-0.74,-0.62,-0.53,1.24,1.78,,1.6445,-0.68,0.512,0.139,-0.13036978,0.50959176
1962,2,0.18,-2.01,-0.13,1.66,-0.54,-0.12,-0.64,0.59,0.83,,-0.3582,-0.53,0.544,0.142,0.043506593,0.2540319
1962,3,-2.99,-1.26,-0.3,0.25,-0.71,-0.33,-0.92,,-0.89,,-2.848,-0.49,0.357,0.155,-1.4508212,-1.7091112
1962,4,0.93,-0.52,-1.18,0.56,-1.5,-0.29,0.64,,0.81,,1.1692,-0.45,-0.02,0.077,-0.81877536,-0.26837027
1962,5,-0.04,-1.05,0.24,0.26,-1.11,0.24,-1.25,,0.3,,0.068,-0.71,-0.385,0.013,-1.2620091,0.3784726
1962,6,0.47,-0.72,2.0,0.26,-0.97,1.01,-0.09,,-0.57,,0.2871,-0.48,-0.458,-0.081,0.21691501,1.2958037
1962,7,-2.43,-1.4,1.13,0.16,-0.36,-0.42,-0.83,,-0.15,,-0.9265,-0.42,-0.468,-0.018,-0.7066582,1.0088842
1962,8,0.05,-0.41,1.6,-0.22,0.57,1.4,-0.96,,-0.48,-0.92,0.1521,-0.46,-0.304,-0.073,-0.3353058,1.3783003
1962,9,-0.21,0.29,0.41,-0.15,-0.83,-0.13,-0.14,,-0.38,0.71,-0.056,-0.77,-0.186,-0.006,-0.22166097,0.6443572
1962,10,0.96,-0.94,0.62,0.1,1.33,1.19,-0.14,,0.05,,-0.0158,-0.67,-0.328,0.055,1.5179675,-0.1693944
1962,11,-0.38,-1.98,0.16,-0.5,0.53,-2.0,1.21,,-0.09,,-1.1123,-0.64,-0.213,0.036,-0.7257659,-1.8151388
1962,12,-1.31,-1.88,-0.68,,-0.38,-0.08,-0.61,-0.2,0.44,,-0.7114,-0.72,-0.071,0.18,0.5289159,-0.5807061
1963,1,-2.98,-2.76,-3.28,1.0,0.09,-0.09,-0.64,2.14,2.07,,-3.3112,-0.76,0.328,0.147,0.5704895,-1.3805442
1963,2,-1.53,-0.07,-2.32,1.07,0.79,-1.07,-0.02,-0.01,3.53,,-1.7208,-0.51,0.396,0.155,-1.0991931,-1.9380093
1963,3,-0.85,0.85,-0.93,-1.31,-2.04,2.08,-0.6,,1.11,,0.7242,-0.29,0.201,0.123,1.0454831,0.44212535
1963,4,-1.61,-1.04,0.96,-0.25,-0.79,-0.46,0.95,,1.22,,-0.3477,-0.17,-0.061,0.093,-0.9482464,0.13496971
1963,5,2.05,-0.62,2.03,0.57,-0.95,-1.84,0.94,,-0.23,,0.771,-0.31,-0.324,-0.095,-0.64221954,0.96973926
1963,6,-0.13,-1.44,2.72,-2.46,0.5,0.97,0.98,,-0.07,,-0.585,-0.41,-0.247,-0.058,-0.18176165,0.31836987
1963,7,-0.74,-0.76,1.99,-1.71,-1.1,0.85,0.77,,0.96,,-0.3035,0.52,0.212,-0.046,-0.22568226,1.3920821
1963,8,-0.95,-0.96,0.96,1.74,-1.01,-0.08,0.39,,-1.98,0.55,-0.6247,0.42,0.473,-0.084,-0.6695152,1.0450133
1963,9,1.89,-0.66,-0.12,1.02,0.87,-0.77,0.46,,0.49,1.3,0.0831,0.44,0.082,-0.213,-0.08034992,0.6874663
1963,10,1.53,-0.99,1.47,-1.47,0.93,0.6,0.23,,0.54,,1.0692,0.57,0.431,-0.082,0.7579975,0.8463839
1963,11,-1.47,0.98,-1.45,-0.95,-0.31,0.51,0.02,,1.29,,-0.4194,0.47,0.319,-0.068,-0.5861629,-0.6547228
1963,12,-1.87,-0.85,0.02,,1.46,0.18,-1.55,0.49,-0.56,,-1.1781,0.57,-0.059,-0.071,1.287917,-2.2279725
1964,1,-1.62,-0.15,-0.16,-1.95,-0.44,2.14,0.38,-0.31,1.7,,0.3846,0.48,-0.461,-0.086,3.1848252,0.80761683
1964,2,-2.06,-0.33,0.01,-2.52,1.36,-0.23,-0.46,1.91,1.12,,-0.5749,0.28,-0.692,0.01,0.016177952,-0.2574697
1964,3,-1.66,1.07,-0.29,-1.39,-1.31,1.42,1.17,,2.01,,-0.5582,-0.33,-0.312,0.028,0.26242977,-0.9704767
1964,4,0.25,0.05,1.99,-2.03,-1.3,0.93,0.84,,0.6,,0.6634,-0.53,-0.224,-0.157,0.1200555,-0.0999496
1964,5,0.53,0.72,0.19,0.33,-2.27,0.7,0.07,,1.71,,1.174,-0.88,-0.52,0.03,-0.13492298,0.55377996
1964,6,1.61,0.21,-0.88,1.9,0.27,1.77,0.41,,0.4,,0.1416,-1.01,-0.344,-0.007,-0.064623475,0.96996146
1964,7,1.92,-1.27,1.86,-2.58,0.2,0.36,-1.06,,0.52,,0.7342,-0.92,-0.829,-0.155,-0.0364635,1.9206998
1964,8,-2.4,-1.35,1.23,0.78,0.83,3.04,0.26,,-0.88,0.66,-1.2066,-1.14,-0.683,-0.245,0.07520002,1.2313738
1964,9,0.34,0.26,0.46,0.16,0.92,0.8,-0.84,,-0.59,-0.88,-0.2272,-1.4,-0.98,-0.231,0.41110098,1.2465498
1964,10,1.32,-1.35,1.41,0.17,0.8,-0.42,1.15,,0.2,,0.3417,-1.15,-1.028,-0.282,0.07191712,-0.3164295
1964,11,-0.14,-0.67,-0.79,-0.74,-0.78,0.86,-1.03,,-1.13,,-0.3444,-1.37,-0.284,-0.177,1.4676895,0.12648833
1964,12,-0.23,-2.98,-0.43,,-2.03,-0.27,1.16,-0.41,0.43,,-0.2461,-1.21,-0.182,-0.132,-1.0576562,-1.5899019
1965,1,-0.65,-1.83,-1.0,0.6,-0.92,-0.37,0.39,0.03,0.85,,-1.0458,-0.83,-0.331,-0.21,-1.046031,-0.593884
1965,2,-2.2,-2.32,-1.04,-0.93,-1.03,1.46,-0.21,0.65,-1.02,,-2.0841,-0.47,-0.447,-0.188,1.7460525,-0.027608752
1965,3,-1.99,0.89,-1.17,2.23,-0.8,-1.84,-0.42,,1.92,,-0.905,-0.42,-0.186,-0.089,-0.4927665,0.36882198
1965,4,0.64,-1.89,0.49,1.02,-1.07,0.67,0.29,,0.57,,0.5681,-0.3,-0.285,-0.108,-0.36913514,-0.21156776
1965,5,-0.52,-0.85,1.18,0.07,-0.42,2.95,-0.61,,0.64,,-0.1525,-0.08,-0.54,-0.11,-0.47938803,0.2671272
1965,6,0.6,-0.16,1.19,-1.56,1.89,1.33,0.14,,0.62,,0.0378,0.37,-0.488,-0.138,-0.3267855,0.9051004
1965,7,0.35,-1.71,2.64,0.75,-1.26,0.37,-1.36,,-1.04,,-0.5099,0.51,-0.473,-0.199,-0.8525734,0.9651039
1965,8,0.45,-1.81,1.62,2.32,0.32,1.29,0.53,,-1.55,0.24,-0.2549,0.68,-0.247,-0.221,-0.21848536,0.9606592
1965,9,0.51,-0.54,-1.29,2.26,0.36,0.66,0.99,,-1.06,-2.68,-0.6978,0.61,-0.197,-0.233,-0.44614893,0.11282182
1965,10,0.92,-1.49,1.57,0.85,1.42,3.08,1.67,,1.6,,0.3937,1.07,0.017,-0.259,2.0082603,-0.53765374
1965,11,-1.88,-0.46,1.56,0.21,-0.81,-0.4,0.57,,-1.82,,-1.3412,1.02,-0.225,-0.288,-0.59579533,-0.9691949
1965,12,1.18,0.28,0.38,,-1.56,-1.13,0.95,-1.49,1.22,,0.163,1.04,-0.29,-0.135,-2.1097417,-0.6936088
1966,1,-2.54,0.16,0.42,-0.36,-0.15,-0.49,0.33,-0.31,0.96,,-3.232,0.78,-0.232,-0.087,-0.40346295,-0.94373584
1966,2,-2.02,1.69,0.73,-0.55,-2.05,-0.02,-0.16,-0.08,-1.28,,-1.4381,0.44,-0.163,-0.001,-0.16715217,-1.3329315
1966,3,0.18,-2.42,-0.76,-0.94,0.43,1.5,-0.45,,-0.55,,-0.9107,0.66,-0.341,-0.021,0.13513553,0.7874099
1966,4,-0.96,0.73,0.08,1.96,-0.54,0.08,1.5,,-0.73,,-1.8373,0.28,-0.435,0.032,-1.0848633,-0.2656923
1966,5,0.25,1.02,0.51,-0.67,-0.15,0.06,0.24,,2.35,,1.1243,-0.4,-0.423,-0.01,-0.2435376,0.029229477
1966,6,1.37,-0.05,-1.03,0.23,0.1,0.84,1.25,,0.68,,0.408,0.1,-0.119,-0.057,0.17899752,0.6536176
1966,7,0.35,-1.74,2.82,-0.57,-1.18,-1.23,0.43,,-0.53,,0.0109,0.18,-0.005,-0.067,-0.75100523,0.998437
1966,8,-2.39,-0.14,-0.34,0.63,1.26,1.87,0.23,,0.79,1.49,-0.9453,-0.29,0.129,-0.055,-0.4934501,0.79543567
1966,9,-0.29,-1.11,0.55,1.58,0.63,2.66,-1.73,,0.76,0.99,0.0111,-0.34,0.102,-0.012,0.6132081,0.53356856
1966,10,-0.23,-1.26,-0.96,0.46,-0.61,0.87,1.9,,0.93,,-1.0766,-0.39,-0.304,0.002,-0.2419356,-1.456675
1966,11,-0.18,-1.11,0.95,0.74,-1.96,-2.94,1.0,,0.72,,0.1106,-0.27,-0.361,-0.009,-1.4210048,-0.03933326
1966,12,0.58,-1.96,-1.34,,-0.21,-0.61,3.15,-1.18,1.35,,-1.4015,-0.53,-0.236,0.068,-1.5666182,0.35566363
1967,1,-1.55,-0.95,0.86,-0.22,-1.16,0.34,0.19,-0.01,1.11,,-0.5759,-0.81,-0.237,0.07,0.3553325,-0.09814572
1967,2,-0.23,-0.22,-0.0,-0.56,-0.2,-0.52,0.64,1.27,2.46,,1.1801,-0.75,-0.073,0.076,0.30189365,-0.2529636
1967,3,1.18,-1.34,0.02,0.87,-2.25,-0.01,-0.73,,-0.44,,1.9668,-0.58,0.249,-0.046,-0.62605184,1.15783
1967,4,0.05,-2.75,1.51,0.14,-1.91,-1.07,-1.12,,1.63,,1.6996,-0.64,-0.263,-0.027,-0.8218711,-0.9875506
1967,5,-0.87,0.9,-1.38,2.02,-0.8,-0.18,1.37,,0.98,,0.1265,-0.31,-0.166,-0.199,-1.7248249,-0.0412035
1967,6,1.72,-1.31,-0.4,0.88,-0.33,1.86,0.38,,-0.33,,0.6466,-0.1,0.044,-0.273,0.21880174,0.7472708
1967,7,0.44,0.5,0.31,-0.12,-1.24,1.25,-1.72,,-0.18,,0.2593,-0.31,0.139,-0.242,0.19500303,1.6446018
1967,8,1.73,-0.14,0.15,1.1,-0.35,-0.8,1.12,,-1.24,2.0,-0.293,-0.55,0.13,-0.177,-0.71969855,1.0748302
1967,9,1.05,-1.03,0.01,0.35,0.11,0.83,1.21,,-0.12,1.6,0.1329,-0.79,0.145,-0.109,0.08940196,0.48627418
1967,10,0.59,0.59,-0.8,-0.24,1.1,-0.25,-1.58,,1.47,,1.2986,-0.61,0.158,-0.112,-1.1182257,0.19761828
1967,11,0.5,-0.84,-0.59,-0.03,-0.35,-1.66,1.36,,2.19,,0.3336,-0.51,0.023,-0.246,-1.1885228,-1.0579481
1967,12,-0.51,-3.32,-0.56,,-1.12,0.4,-1.23,-0.82,-0.62,,-0.3469,-0.52,0.054,-0.165,0.33595932,-0.9689602
1968,1,-0.36,-2.67,-2.08,-0.24,-1.78,0.62,-1.06,-0.94,-0.88,,-0.4088,-0.73,0.213,-0.259,0.44441235,0.7007297
1968,2,-1.91,-0.14,-3.18,-0.65,1.11,-1.26,-0.44,-0.62,1.86,,-2.1537,-0.7,0.334,-0.21,-0.6020007,-1.6605148
1968,3,0.02,-1.61,-0.04,0.05,0.13,2.16,-1.36,,0.98,,1.7408,-0.78,0.153,-0.221,0.27966315,-0.547671
1968,4,-1.32,0.42,-0.91,-2.88,-1.11,-0.01,-0.2,,-0.36,,0.3277,-0.52,0.073,-0.168,-0.00984323,-0.3763981
1968,5,-1.58,0.4,-0.93,1.07,0.23,0.16,0.74,,1.62,,-0.2406,-0.68,-0.123,-0.136,-1.2827165,0.06685597
1968,6,0.64,0.44,-1.19,-0.73,-0.08,1.26,1.01,,1.5,,0.4197,0.09,0.09,-0.275,0.0807209,0.6183486
1968,7,-0.77,-0.92,1.18,1.71,-0.04,2.57,0.87,,0.28,,-0.8361,0.06,-0.522,-0.242,0.44643718,1.4705868
1968,8,-0.97,-1.93,0.64,0.75,1.3,-0.46,0.57,,1.26,-1.07,-0.6706,0.01,-0.455,-0.226,-0.121747375,0.41190827
1968,9,-1.73,0.14,-0.72,-0.91,-0.87,0.11,0.97,,-0.84,-0.17,-1.0089,-0.24,-0.734,-0.162,-0.1957345,0.49776977
